City,Date,T2m_mean_C,RH2m_mean_pct,Wind10m_mean_ms,Precipitation_sum_mm,Requested_latitude,Requested_longitude,Grid_latitude,Grid_longitude,Grid_elevation_m,Timezone,Source_model
Beočin,2023-05-13,14.9,75,2.93,1.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-14,14.9,81,6.04,6.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-15,16.2,89,2.43,17.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-16,17.1,83,4.95,0.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-17,17.4,84,2.13,11.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-18,12.3,95,2.21,15.9,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-19,15.6,89,1.97,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-20,18.8,74,3.47,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-21,19.6,68,3.16,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-22,19.6,68,2.62,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-23,19.9,71,1.5,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-24,19.6,77,1.87,3.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-25,19.8,78,2.58,1.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-26,19.9,79,2.21,5.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-27,18.4,84,2.27,4.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-28,18.2,79,2.24,5.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-29,18.6,83,1.84,2.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-30,18.9,85,1.67,7.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-05-31,18.9,85,1.53,5.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-01,20.0,81,1.52,2.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-02,20.3,83,1.12,6.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-03,19.6,74,2.9,2.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-04,19.2,70,3.43,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-05,19.6,76,3.41,1.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-06,19.8,85,3.42,6.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-07,20.2,82,1.43,3.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-08,20.7,79,2.3,2.9,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-09,20.9,78,1.34,0.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-10,20.6,81,1.55,5.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-11,19.5,90,1.36,18.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-12,18.3,84,3.37,7.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-13,18.3,64,2.73,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-14,18.8,65,2.84,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-15,18.7,77,2.51,3.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-16,17.7,92,3.12,19.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-17,19.2,79,2.42,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-18,20.9,67,2.64,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-19,23.0,63,1.97,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-20,24.6,69,1.28,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-21,26.3,67,1.84,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-22,26.9,70,2.27,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-23,27.9,69,3.07,0.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-24,21.4,79,3.59,26.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-25,21.3,80,2.66,1.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-26,23.0,72,1.99,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-27,22.2,74,2.55,5.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-28,17.6,82,2.51,5.9,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-29,19.7,70,2.76,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-06-30,22.0,65,2.09,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-01,22.4,74,1.26,2.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-02,22.4,75,2.53,3.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-03,23.6,61,2.05,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-04,23.2,71,1.97,2.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-05,24.0,73,1.24,2.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-06,24.7,70,2.38,0.9,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-07,23.0,65,2.72,0.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-08,22.6,61,2.41,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-09,23.8,57,1.4,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-10,25.3,54,2.46,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-11,27.7,54,2.35,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-12,28.3,61,2.83,1.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-13,27.6,67,1.84,4.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-14,24.1,74,2.2,5.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-15,26.1,67,2.11,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-16,28.6,64,2.0,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-17,29.4,64,1.69,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-18,28.3,61,2.01,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-19,27.5,61,1.99,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-20,24.8,69,2.16,0.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-21,26.4,58,2.79,17.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-22,23.3,80,2.03,7.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-23,22.8,80,1.78,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-24,26.5,69,2.0,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-25,26.4,69,3.06,1.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-26,20.3,81,4.34,13.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-27,18.7,65,3.59,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-28,21.5,65,1.97,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-29,24.6,64,1.33,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-30,23.2,78,1.74,22.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-07-31,22.4,71,3.09,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-01,22.7,64,2.71,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-02,21.8,74,2.56,1.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-03,26.3,66,1.72,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-04,27.4,68,2.05,0.9,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-05,22.8,85,2.4,22.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-06,19.0,90,3.65,8.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-07,18.4,73,2.26,3.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-08,18.2,68,2.2,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-09,19.2,69,1.92,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-10,19.9,69,2.45,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-11,19.8,59,2.21,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-12,20.5,65,1.65,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-13,21.5,64,1.65,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-14,23.2,65,2.44,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-15,22.9,66,3.56,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-16,21.5,83,2.17,7.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-17,22.4,85,1.57,0.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-18,24.4,81,1.53,2.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-19,25.6,74,2.06,1.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-20,26.8,73,2.24,0.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-21,27.3,67,2.14,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-22,27.0,69,1.88,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-23,28.2,64,0.97,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-24,27.3,68,2.08,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-25,27.2,61,2.06,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-26,28.0,60,2.33,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-27,28.6,59,3.13,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-28,29.8,49,4.2,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-29,23.9,69,2.56,1.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-30,20.2,80,1.71,8.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-08-31,19.6,80,1.52,6.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-01,20.4,72,1.41,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-02,21.7,66,1.74,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-03,21.2,71,2.2,2.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-04,19.4,71,5.13,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-05,20.4,66,2.99,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-06,21.2,67,2.29,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-07,21.5,65,2.75,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-08,21.9,61,2.85,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-09,22.1,62,2.41,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-10,22.7,59,1.58,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-11,22.6,60,2.25,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-12,23.4,56,2.41,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-13,23.9,57,1.56,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-14,23.6,61,2.98,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-15,21.1,71,2.34,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-16,20.9,74,1.81,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-17,22.5,72,2.73,0.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-18,23.2,64,4.27,1.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-19,23.1,60,3.48,5.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-20,21.6,62,2.25,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-21,22.8,68,2.4,2.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-22,24.3,63,2.49,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-23,23.1,68,1.86,2.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-24,17.9,88,1.66,12.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-25,18.8,90,2.53,13.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-26,21.2,74,2.8,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-27,20.6,62,3.32,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-28,19.7,64,2.89,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-29,19.3,68,1.52,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-09-30,19.7,66,1.98,0.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-01,18.1,72,3.5,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-02,16.4,71,1.77,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-03,18.3,65,2.9,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-04,18.1,66,3.08,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-05,15.4,65,1.27,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-06,15.4,64,2.09,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-07,14.9,66,1.94,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-08,18.8,53,4.88,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-09,15.0,64,1.65,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-10,17.2,75,1.88,0.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-11,16.7,75,2.59,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-12,17.9,65,2.52,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-13,18.5,74,1.8,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-14,18.7,69,2.2,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-15,13.6,77,4.0,0.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-16,9.3,76,2.55,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-17,7.5,77,2.05,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-18,9.3,77,2.03,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-19,16.2,70,3.36,1.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-20,22.7,54,5.14,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-21,23.0,53,4.72,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-22,19.6,66,3.05,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-23,17.1,76,1.48,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-24,18.6,68,2.94,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-25,19.1,67,3.79,1.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-26,17.8,71,2.51,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-27,17.6,74,3.72,3.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-28,15.3,75,2.38,0.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-29,16.3,69,2.61,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-30,16.6,64,3.19,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-10-31,17.7,61,4.39,2.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-01,13.0,79,2.98,6.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-02,14.7,69,3.21,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-03,15.3,74,4.84,7.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-04,11.2,88,2.12,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-05,13.5,76,4.28,4.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-06,14.0,74,2.17,0.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-07,14.0,77,2.11,0.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-08,10.9,84,2.99,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-09,7.8,80,2.94,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-10,9.0,82,3.89,5.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-11,9.3,93,3.6,4.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-12,6.9,77,2.27,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-13,8.9,81,1.88,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-14,12.9,78,2.38,1.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-15,12.5,90,2.99,15.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-16,9.9,81,2.91,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-17,9.2,87,4.19,10.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-18,6.1,71,6.65,0.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-19,3.8,81,2.26,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-20,8.0,83,2.58,1.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-21,7.6,93,2.58,7.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-22,7.3,91,4.01,3.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-23,2.5,85,1.63,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-24,3.4,92,1.6,0.4,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-25,4.1,81,3.94,2.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-26,1.5,80,5.32,1.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-27,3.3,75,3.17,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-28,5.9,86,4.19,9.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-29,2.2,83,3.28,0.6,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-11-30,4.1,83,3.95,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-01,15.4,65,4.12,0.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-02,13.3,73,4.05,1.3,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-03,1.3,75,4.02,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-04,-1.6,81,2.48,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-05,3.2,76,3.78,0.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-06,2.0,90,2.87,6.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-07,2.6,94,3.99,1.2,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-08,2.3,90,1.84,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-09,0.1,94,1.63,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-10,1.7,97,2.3,7.5,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-11,4.4,91,2.43,1.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-12,8.5,88,2.02,2.8,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-13,10.8,90,2.38,8.1,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-14,8.3,93,2.72,6.7,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-15,6.4,87,3.5,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-16,1.7,82,3.1,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-17,0.9,88,1.93,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
Beočin,2023-12-18,2.7,84,1.77,0.0,45.20829,19.72063,45.25,19.75,90.0,Europe/Belgrade,ERA5
